"","V2_01","V2_02","V3_01","V3_02","V4_01","V4_02","V5_01","V5_02","V6_01","V6_02","V7_01","V7_02","V8_01","V8_02","V9_01","V9_02","V10_01","V10_02","V11_01","V11_02","V12_01","V12_02","V13_01","V13_02","V14_01","V14_02","V15_01","V15_02"
"127","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","40","bearing_degrees","230","how_many_animals_were_observed","67","observers","Tw2","coordinates","N00.60514E037.67210","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"128","bearing_degrees","160","coordinates","N00.56236E037.67777","distance_meters","50","habitat_","open_scrub","how_many_animals_were_observed","70","livestock","shoat","observers","Tw2","species_","livestock","was_a_group_of_animals_observed","group_","was_the_animal_observed_as_road","alive","width_of_the_road","single_lane","generated_note_survey","null","what_species_of_bird_was_observ","null","approximate_number_of_days_sinc","null,
    approximate_age_of_individual"
"129","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","90","bearing_degrees","280","how_many_animals_were_observed","60","observers","Tw2","coordinates","N00.53811E037.66358","width_of_the_road","single_lane","habitat_",NA,NA,NA,NA,NA,NA,NA
"130","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","170","how_many_animals_were_observed","50","observers","Tw2","coordinates","N00.51927E037.65216","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"131","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","290","how_many_animals_were_observed","30","observers","Tw2","coordinates","N00.49004E037.63520","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"132","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","210","how_many_animals_were_observed","20","observers","Tw2","coordinates","N00.46880E037.62073","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"133","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","approximate_number_of_days_sinc","null","approximate_age_of_individual","null","sex_of_animal","null","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","170","how_many_animals_were_observed","11","observers","Tw2","coordinates","N00.43640E037.60384","habitat_","open_scrub","width_of_the_road",NA
"134","bearing_degrees","160","coordinates","N00.39776E037.59391","distance_meters","60","habitat_","open_scrub","how_many_animals_were_observed","40","livestock","shoat","observers","Tw2","species_","livestock","was_a_group_of_animals_observed","group_","was_the_animal_observed_as_road","alive","width_of_the_road","single_lane","generated_note_survey","null","what_species_of_bird_was_observ","null","approximate_number_of_days_sinc","null,
    approximate_age_of_individual"
"135","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","180","how_many_animals_were_observed","80","observers","Tw2","coordinates","N00.39295E037.59288","width_of_the_road",NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","50","bearing_degrees","120","how_many_animals_were_observed","150","observers","Tw2","coordinates","N01.40445E037.72307","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"137","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","80","bearing_degrees","190","how_many_animals_were_observed","70","observers","Tw2","coordinates","N00.37010E037.71308","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"138","bearing_degrees","230","coordinates","N01.28256E037.67954","distance_meters","80","habitat_","open_scrub","how_many_animals_were_observed","100","livestock","cattle","observers","TW2","species_","livestock","was_a_group_of_animals_observed","group_","was_the_animal_observed_as_road","alive","width_of_the_road","single_lane","generated_note_survey","null","what_species_of_bird_was_observ","null","approximate_number_of_days_sinc","null,
    approximate_age_of_individual"
"139","bearing_degrees","290","coordinates","N01.27397E037.67746","distance_meters","30","habitat_","open_scrub","how_many_animals_were_observed","200","observers","Tw2","was_a_group_of_animals_observed","group_","was_the_animal_observed_as_road","alive","width_of_the_road","single_lane","generated_note_survey","null","species_","livestock","livestock","null","what_species_of_bird_was_observ","null","approximate_number_of_days_sinc","null,
    approximate_age_of_individual"
"140","species_","bird","what_species_of_bird_was_observ","Ostrich","observers","Tw2","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","individual","distance_meters","90","bearing_degrees","210","how_many_animals_were_observed","null","coordinates","N01.18820E037.59564","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"141","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","270","how_many_animals_were_observed","150","observers","Tw2","coordinates","N01.15784E037.59286","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"142","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","200","bearing_degrees","290","how_many_animals_were_observed","120","observers","Tw2","coordinates","N01.15252E037.59667","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"143","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","220","how_many_animals_were_observed","16","observers","Tw2","coordinates","N01.11854E037.59598","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"144","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","40","bearing_degrees","180","how_many_animals_were_observed","50","species_","livestock","livestock","shoat","observers","Tw2","coordinates","N01.10700E037.59015","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"145","habitat_","open_scrub","width_of_the_road","single_lane","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","210","species_","livestock","how_many_animals_were_observed","30","livestock","shoat","observers","Tw2","_date",NA,NA,NA,NA,NA,NA,NA
"146","habitat_","open_scrub","width_of_the_road","single_lane","species_","livestock","livestock","cattle","observers","Tw2","_date","1583997006139","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","80","bearing_degrees","120","how_many_animals_were_observed",NA,NA,NA,NA,NA,NA,NA
"147","species_","wild_dog","was_the_animal_observed_as_road","roadkill","was_a_group_of_animals_observed","null","distance_meters","null","bearing_degrees","null","observers","Tw2","coordinates","01.02613E037.56434","habitat_","open_scrub","width_of_the_road","single_lane","approximate_number_of_days_sinc","2","approximate_age_of_individual","2","sex_of_animal",NA,NA,NA,NA,NA
"148","species_","bird","what_species_of_bird_was_observ","Ostrich","observers","Tw2","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","individual","distance_meters","30","bearing_degrees","210","coordinates","N00.99118E037.57282","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","50","bearing_degrees","260","how_many_animals_were_observed","35","observers","Tw2","coordinates","N00.93229E037.57186","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"150","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","280","observers","Tw2","how_many_animals_were_observed","70","coordinates","N00.93100E037.57262","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"151","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","90","bearing_degrees","270","how_many_animals_were_observed","20","observers","Tw2","coordinates","N00.86221N037.56694","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"152","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","90","bearing_degrees","260","how_many_animals_were_observed","10","observers","Tw2","coordinates","N00.82727E037.56011","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"153","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","50","bearing_degrees","220","how_many_animals_were_observed","8","observers","Tw2","coordinates","N00.79409E037.55099","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"154","_date","1584003600000","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","40","bearing_degrees","210","how_many_animals_were_observed","60","observers","Tw2","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"155","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","50","bearing_degrees","260","how_many_animals_were_observed","80","observers","Tw2","coordinates","N0071888E037.60252","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"156","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","210","observers","Tw2","coordinates","N00.71085E037.60947","habitat_","open_scrub","width_of_the_road","single_lane","how_many_animals_were_observed",NA,NA,NA,NA,NA,NA,NA
"157","_date","1583999454505","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","90","bearing_degrees","280","how_many_animals_were_observed","150","observers","Tw2","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"158","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","160","how_many_animals_were_observed","50","observers","Tw2","coordinates","N00.62547E037.67352","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"159","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","40","bearing_degrees","210","how_many_animals_were_observed","90","observers","Tw2","coordinates","N00.61312E037.67198","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"160","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","280","how_many_animals_were_observed","400","observers","Tw2","coordinates","N00.58776E037.67440","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"161","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","approximate_number_of_days_sinc","null","approximate_age_of_individual","null","sex_of_animal","null","was_a_group_of_animals_observed","null","distance_meters","100","bearing_degrees","220","how_many_animals_were_observed","null","observers","Tw2","coordinates","N00.52011E037.65270","habitat_","open_scrub","width_of_the_road",NA
"162","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","80","bearing_degrees","240","how_many_animals_were_observed","40","observers","Tw2","coordinates","N00.49710E037.63920","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"163","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","100","bearing_degrees","230","how_many_animals_were_observed","250","observers","Tw2","coordinates","N00.49486E037.63791","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"164","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","150","how_many_animals_were_observed","160","observers","Tw2","coordinates","N00.45430E037.61008","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"165","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","180","how_many_animals_were_observed","60","observers","Tw2","coordinates","N00.43505E037.60341","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"166","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","190","how_many_animals_were_observed","40","observers","Tw2","coordinates","N00.40632E037.59578","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"167","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","90","how_many_animals_were_observed","78","observers","TW2","coordinates","01.40894 037.71873","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"168","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","45","bearing_degrees","90","how_many_animals_were_observed","43","observers","Tw29","coordinates","90","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"169","approximate_age_of_individual","null","approximate_number_of_days_sinc","null","bearing_degrees","180","coordinates","01.39923 037.72301","distance_meters","15","generated_note_survey","null","habitat_","open_scrub","how_many_animals_were_observed","90","livestock","cattle","observers","Tw2","sex_of_animal","null","species_","livestock","was_a_group_of_animals_observed","group_","was_the_animal_observed_as_road","alive,
    what_species_of_bird_was_observ"
"170","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","270","how_many_animals_were_observed","50","observers","Tw2","coordinates","01.40698 037.71852","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"171","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","60","bearing_degrees","270","how_many_animals_were_observed","50","observers","TW2","coordinates","01.39923 037.72301","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"172","observers","TW2","width_of_the_road","single_lane","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","15","bearing_degrees","90","how_many_animals_were_observed","35","species_","livestock","livestock","shoat","habitat_","mixed_shrubs_and_trees","coordinates",NA,NA,NA,NA,NA,NA,NA
"173","observers","TW2","width_of_the_road","single_lane","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","20","bearing_degrees","270","species_","livestock","livestock","shoat","how_many_animals_were_observed","9","coordinates","01.30529 037.68548","habitat_",NA,NA,NA,NA,NA,NA,NA
"174","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","35","bearing_degrees","90","how_many_animals_were_observed","64","observers","TW2","coordinates","01.29297 037.68533","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"175","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","22","bearing_degrees","271","observers","TW2","width_of_the_road","single_lane","how_many_animals_were_observed","17","species_","livestock","livestock","cattle","habitat_","commiphora_dominated","coordinates",NA,NA,NA,NA,NA,NA,NA
"176","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","20","bearing_degrees","90","how_many_animals_were_observed","23","observers","TW2 0","coordinates","01.16300 037.58525","habitat_","open_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"177","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","47","bearing_degrees","275","how_many_animals_were_observed","110","observers","TW2","coordinates","01.14924 037.57668","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"178","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","264","how_many_animals_were_observed","33","observers","TW2","coordinates","01.14022 037.59875","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"179","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","70","bearing_degrees","30","how_many_animals_were_observed","37","observers","TW2","coordinates","1.10490 37.58834","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"180","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","70","how_many_animals_were_observed","12","observers","TW2","coordinates","1.10490 37.58864","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"181","species_","livestock","livestock","camel","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","20","bearing_degrees","90","how_many_animals_were_observed","38","observers","TW2 1.07160","coordinates","1.07160 37. 56824","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"182","species_","bird","what_species_of_bird_was_observ","Batter eagle","observers","TW2","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","individual","distance_meters","20","bearing_degrees","20","coordinates","1.05371 37.56204","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","species_","bird","what_species_of_bird_was_observ","Ostrich","observers","TW2","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","individual","distance_meters","10","bearing_degrees","45","coordinates","1.01239 37.56522","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","species_","bird","what_species_of_bird_was_observ","Ostrich","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","30","bearing_degrees","30","observers","TW2","how_many_animals_were_observed","2","coordinates","1.00458 37.56704","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"185","species_","bird","what_species_of_bird_was_observ","Ostrich","observers","TW2","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","5","bearing_degrees","60","how_many_animals_were_observed","9","coordinates","0.99789 37.56823","habitat_","commiphora_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"186","observers","TW2","species_","bird","what_species_of_bird_was_observ","Ostrich","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","10","bearing_degrees","40","how_many_animals_were_observed","6","coordinates","0.98185 37.57776","habitat_","dense_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"187","species_","livestock","livestock","cattle","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","40","bearing_degrees","70","how_many_animals_were_observed","43","observers","TW2","coordinates","0.95882 37.57708","habitat_","dense_scrub","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"188","species_","jackal","was_the_animal_observed_as_road","roadkill","approximate_number_of_days_sinc","1","approximate_age_of_individual","4","sex_of_animal","can_not_tell","observers","TW2","coordinates","0.94667 037.57542","habitat_","mixed_shrubs_and_trees","width_of_the_road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","species_","livestock","livestock","camel","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","50","bearing_degrees","340","how_many_animals_were_observed","12","observers","TW2","coordinates","0.89754 37.56003","habitat_","acacia _reficiens_dominated","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"190","species_","livestock","livestock","camel","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","100","bearing_degrees","30","how_many_animals_were_observed","10","observers","TW2","coordinates","0.83051 37.56134","habitat_","mixed_shrubs_and_trees","width_of_the_road",NA,NA,NA,NA,NA,NA,NA
"191","species_","livestock","livestock","shoat","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","20","bearing_degrees","240","how_many_animals_were_observed","40","observers","TW2","habitat_","acacia _reficiens_dominated","width_of_the_road","single_lane","coordinates",NA,NA,NA,NA,NA,NA,NA
"192","species_","livestock","livestock","camel","was_the_animal_observed_as_road","alive","was_a_group_of_animals_observed","group_","distance_meters","10","bearing_degrees","260","how_many_animals_were_observed","15","observers","TW2","habitat_","acacia _reficiens_dominated","width_of_the_road","single_lane","coordinates",NA,NA,NA,NA,NA,NA,NA
